0,0.958701,1.91592,2.87019,3.82004,4.76399,5.7006,6.62841,7.54601,8.45197,9.3449,10.2234,11.0862,11.9318,12.7591,13.5667,14.3534,15.1179,15.8591,16.5759,17.2671,17.9317,18.5687,19.177,19.7557,20.304,20.821,21.3058,21.7578,22.1763,22.5606,22.9101,23.2242,23.5026,23.7447,23.9502,24.1188,24.2501,24.3441,24.4006,24.4194,24.4006,24.3441,24.2501,24.1188,23.9502,23.7447,23.5026,23.2242,22.9101,22.5606,22.1763,21.7578,21.3058,20.821,20.304,19.7557,19.177,18.5687,17.9317,17.2671,16.5759,15.8591,15.1179,14.3534,13.5667,12.7591,11.9318,11.0862,10.2234,9.3449,8.45197,7.54601,6.62841,5.7006,4.76399,3.82004,2.87019,1.91592,0.958701,-1.76936e-15,-0.958701,-1.91592,-2.87019,-3.82004,-4.76399,-5.7006,-6.62841,-7.54601,-8.45197,-9.3449,-10.2234,-11.0862,-11.9318,-12.7591,-13.5667,-14.3534,-15.1179,-15.8591,-16.5759,-17.2671,-17.9317,-18.5687,-19.177,-19.7557,-20.304,-20.821,-21.3058,-21.7578,-22.1763,-22.5606,-22.9101,-23.2242,-23.5026,-23.7447,-23.9502,-24.1188,-24.2501,-24.3441,-24.4006,-24.4194,-24.4006,-24.3441,-24.2501,-24.1188,-23.9502,-23.7447,-23.5026,-23.2242,-22.9101,-22.5606,-22.1763,-21.7578,-21.3058,-20.821,-20.304,-19.7557,-19.177,-18.5687,-17.9317,-17.2671,-16.5759,-15.8591,-15.1179,-14.3534,-13.5667,-12.7591,-11.9318,-11.0862,-10.2234,-9.3449,-8.45197,-7.54601,-6.62841,-5.7006,-4.76399,-3.82004,-2.87019,-1.91592,-0.958701,0
0,0.917245,1.83308,2.74608,3.65485,4.55798,5.45409,6.34179,7.21971,8.08649,8.94081,9.78134,10.6068,11.4159,12.2074,12.98,13.7327,14.4642,15.1734,15.8591,16.5205,17.1563,17.7657,18.3477,18.9014,19.426,19.9206,20.3845,20.817,21.2174,21.585,21.9194,22.22,22.4863,22.7179,22.9145,23.0758,23.2015,23.2914,23.3454,23.3635,23.3454,23.2914,23.2015,23.0758,22.9145,22.7179,22.4863,22.22,21.9194,21.585,21.2174,20.817,20.3845,19.9206,19.426,18.9014,18.3477,17.7657,17.1563,16.5205,15.8591,15.1734,14.4642,13.7327,12.98,12.2074,11.4159,10.6068,9.78134,8.94081,8.08649,7.21971,6.34179,5.45409,4.55798,3.65485,2.74608,1.83308,0.917245,-1.59939e-16,-0.917245,-1.83308,-2.74608,-3.65485,-4.55798,-5.45409,-6.34179,-7.21971,-8.08649,-8.94081,-9.78134,-10.6068,-11.4159,-12.2074,-12.98,-13.7327,-14.4642,-15.1734,-15.8591,-16.5205,-17.1563,-17.7657,-18.3477,-18.9014,-19.426,-19.9206,-20.3845,-20.817,-21.2174,-21.585,-21.9194,-22.22,-22.4863,-22.7179,-22.9145,-23.0758,-23.2015,-23.2914,-23.3454,-23.3635,-23.3454,-23.2914,-23.2015,-23.0758,-22.9145,-22.7179,-22.4863,-22.22,-21.9194,-21.585,-21.2174,-20.817,-20.3845,-19.9206,-19.426,-18.9014,-18.3477,-17.7657,-17.1563,-16.5205,-15.8591,-15.1734,-14.4642,-13.7327,-12.98,-12.2074,-11.4159,-10.6068,-9.78134,-8.94081,-8.08649,-7.21971,-6.34179,-5.45409,-4.55798,-3.65485,-2.74608,-1.83308,-0.917245,0
0,0.874375,1.7474,2.61773,3.48403,4.34495,5.19918,6.04538,6.88227,7.70854,8.52293,9.32418,10.111,10.8823,11.6368,12.3734,13.0909,13.7881,14.4642,15.1179,15.7483,16.3545,16.9354,17.4902,18.018,18.5181,18.9896,19.4318,19.844,20.2257,20.5762,20.8949,21.1814,21.4353,21.6561,21.8436,21.9973,22.1171,22.2028,22.2543,22.2715,22.2543,22.2028,22.1171,21.9973,21.8436,21.6561,21.4353,21.1814,20.8949,20.5762,20.2257,19.844,19.4318,18.9896,18.5181,18.018,17.4902,16.9354,16.3545,15.7483,15.1179,14.4642,13.7881,13.0909,12.3734,11.6368,10.8823,10.111,9.32418,8.52293,7.70854,6.88227,6.04538,5.19918,4.34495,3.48403,2.61773,1.7474,0.874375,-1.76896e-15,-0.874375,-1.7474,-2.61773,-3.48403,-4.34495,-5.19918,-6.04538,-6.88227,-7.70854,-8.52293,-9.32418,-10.111,-10.8823,-11.6368,-12.3734,-13.0909,-13.7881,-14.4642,-15.1179,-15.7483,-16.3545,-16.9354,-17.4902,-18.018,-18.5181,-18.9896,-19.4318,-19.844,-20.2257,-20.5762,-20.8949,-21.1814,-21.4353,-21.6561,-21.8436,-21.9973,-22.1171,-22.2028,-22.2543,-22.2715,-22.2543,-22.2028,-22.1171,-21.9973,-21.8436,-21.6561,-21.4353,-21.1814,-20.8949,-20.5762,-20.2257,-19.844,-19.4318,-18.9896,-18.5181,-18.018,-17.4902,-16.9354,-16.3545,-15.7483,-15.1179,-14.4642,-13.7881,-13.0909,-12.3734,-11.6368,-10.8823,-10.111,-9.32418,-8.52293,-7.70854,-6.88227,-6.04538,-5.19918,-4.34495,-3.48403,-2.61773,-1.7474,-0.874375,0
0,0.830156,1.65903,2.48535,3.30784,4.12522,4.93624,5.73966,6.53422,7.31871,8.09191,8.85264,9.59971,10.332,11.0483,11.7476,12.4288,13.0909,13.7327,14.3534,14.9519,15.5274,16.0789,16.6057,17.1068,17.5816,18.0292,18.4491,18.8405,19.2029,19.5356,19.8382,20.1103,20.3513,20.5609,20.7389,20.8848,20.9986,21.08,21.1289,21.1452,21.1289,21.08,20.9986,20.8848,20.7389,20.5609,20.3513,20.1103,19.8382,19.5356,19.2029,18.8405,18.4491,18.0292,17.5816,17.1068,16.6057,16.0789,15.5274,14.9519,14.3534,13.7327,13.0909,12.4288,11.7476,11.0483,10.332,9.59971,8.85264,8.09191,7.31871,6.53422,5.73966,4.93624,4.12522,3.30784,2.48535,1.65903,0.830156,-1.20121e-16,-0.830156,-1.65903,-2.48535,-3.30784,-4.12522,-4.93624,-5.73966,-6.53422,-7.31871,-8.09191,-8.85264,-9.59971,-10.332,-11.0483,-11.7476,-12.4288,-13.0909,-13.7327,-14.3534,-14.9519,-15.5274,-16.0789,-16.6057,-17.1068,-17.5816,-18.0292,-18.4491,-18.8405,-19.2029,-19.5356,-19.8382,-20.1103,-20.3513,-20.5609,-20.7389,-20.8848,-20.9986,-21.08,-21.1289,-21.1452,-21.1289,-21.08,-20.9986,-20.8848,-20.7389,-20.5609,-20.3513,-20.1103,-19.8382,-19.5356,-19.2029,-18.8405,-18.4491,-18.0292,-17.5816,-17.1068,-16.6057,-16.0789,-15.5274,-14.9519,-14.3534,-13.7327,-13.0909,-12.4288,-11.7476,-11.0483,-10.332,-9.59971,-8.85264,-8.09191,-7.31871,-6.53422,-5.73966,-4.93624,-4.12522,-3.30784,-2.48535,-1.65903,-0.830156,0
0,0.784657,1.5681,2.34913,3.12654,3.89913,4.6657,5.42508,6.1761,6.91759,7.64841,8.36745,9.07358,9.76572,10.4428,11.1038,11.7476,12.3734,12.98,13.5667,14.1324,14.6764,15.1977,15.6956,16.1692,16.618,17.0411,17.4379,17.8079,18.1504,18.4649,18.7509,19.0081,19.2359,19.434,19.6022,19.7402,19.8477,19.9247,19.9709,19.9863,19.9709,19.9247,19.8477,19.7402,19.6022,19.434,19.2359,19.0081,18.7509,18.4649,18.1504,17.8079,17.4379,17.0411,16.618,16.1692,15.6956,15.1977,14.6764,14.1324,13.5667,12.98,12.3734,11.7476,11.1038,10.4428,9.76572,9.07358,8.36745,7.64841,6.91759,6.1761,5.42508,4.6657,3.89913,3.12654,2.34913,1.5681,0.784657,-1.74036e-15,-0.784657,-1.5681,-2.34913,-3.12654,-3.89913,-4.6657,-5.42508,-6.1761,-6.91759,-7.64841,-8.36745,-9.07358,-9.76572,-10.4428,-11.1038,-11.7476,-12.3734,-12.98,-13.5667,-14.1324,-14.6764,-15.1977,-15.6956,-16.1692,-16.618,-17.0411,-17.4379,-17.8079,-18.1504,-18.4649,-18.7509,-19.0081,-19.2359,-19.434,-19.6022,-19.7402,-19.8477,-19.9247,-19.9709,-19.9863,-19.9709,-19.9247,-19.8477,-19.7402,-19.6022,-19.434,-19.2359,-19.0081,-18.7509,-18.4649,-18.1504,-17.8079,-17.4379,-17.0411,-16.618,-16.1692,-15.6956,-15.1977,-14.6764,-14.1324,-13.5667,-12.98,-12.3734,-11.7476,-11.1038,-10.4428,-9.76572,-9.07358,-8.36745,-7.64841,-6.91759,-6.1761,-5.42508,-4.6657,-3.89913,-3.12654,-2.34913,-1.5681,-0.784657,0
0,0.737949,1.47476,2.2093,2.94043,3.66702,4.38796,5.10214,5.80845,6.5058,7.19312,7.86935,8.53345,9.18439,9.82116,10.4428,11.0483,11.6368,12.2074,12.7591,13.2912,13.8027,14.293,14.7612,15.2067,15.6287,16.0267,16.3999,16.7478,17.0699,17.3657,17.6347,17.8766,18.0908,18.2772,18.4354,18.5651,18.6662,18.7386,18.782,18.7965,18.782,18.7386,18.6662,18.5651,18.4354,18.2772,18.0908,17.8766,17.6347,17.3657,17.0699,16.7478,16.3999,16.0267,15.6287,15.2067,14.7612,14.293,13.8027,13.2912,12.7591,12.2074,11.6368,11.0483,10.4428,9.82116,9.18439,8.53345,7.86935,7.19312,6.5058,5.80845,5.10214,4.38796,3.66702,2.94043,2.2093,1.47476,0.737949,-1.45952e-17,-0.737949,-1.47476,-2.2093,-2.94043,-3.66702,-4.38796,-5.10214,-5.80845,-6.5058,-7.19312,-7.86935,-8.53345,-9.18439,-9.82116,-10.4428,-11.0483,-11.6368,-12.2074,-12.7591,-13.2912,-13.8027,-14.293,-14.7612,-15.2067,-15.6287,-16.0267,-16.3999,-16.7478,-17.0699,-17.3657,-17.6347,-17.8766,-18.0908,-18.2772,-18.4354,-18.5651,-18.6662,-18.7386,-18.782,-18.7965,-18.782,-18.7386,-18.6662,-18.5651,-18.4354,-18.2772,-18.0908,-17.8766,-17.6347,-17.3657,-17.0699,-16.7478,-16.3999,-16.0267,-15.6287,-15.2067,-14.7612,-14.293,-13.8027,-13.2912,-12.7591,-12.2074,-11.6368,-11.0483,-10.4428,-9.82116,-9.18439,-8.53345,-7.86935,-7.19312,-6.5058,-5.80845,-5.10214,-4.38796,-3.66702,-2.94043,-2.2093,-1.47476,-0.737949,0
0,0.690102,1.37914,2.06605,2.74978,3.42926,4.10346,4.77133,5.43185,6.08398,6.72674,7.35913,7.98016,8.5889,9.18439,9.76572,10.332,10.8823,11.4159,11.9318,12.4294,12.9078,13.3663,13.8042,14.2208,14.6154,14.9876,15.3366,15.662,15.9632,16.2398,16.4914,16.7175,16.9179,17.0921,17.2401,17.3614,17.456,17.5236,17.5643,17.5778,17.5643,17.5236,17.456,17.3614,17.2401,17.0921,16.9179,16.7175,16.4914,16.2398,15.9632,15.662,15.3366,14.9876,14.6154,14.2208,13.8042,13.3663,12.9078,12.4294,11.9318,11.4159,10.8823,10.332,9.76572,9.18439,8.5889,7.98016,7.35913,6.72674,6.08398,5.43185,4.77133,4.10346,3.42926,2.74978,2.06605,1.37914,0.690102,-1.58715e-15,-0.690102,-1.37914,-2.06605,-2.74978,-3.42926,-4.10346,-4.77133,-5.43185,-6.08398,-6.72674,-7.35913,-7.98016,-8.5889,-9.18439,-9.76572,-10.332,-10.8823,-11.4159,-11.9318,-12.4294,-12.9078,-13.3663,-13.8042,-14.2208,-14.6154,-14.9876,-15.3366,-15.662,-15.9632,-16.2398,-16.4914,-16.7175,-16.9179,-17.0921,-17.2401,-17.3614,-17.456,-17.5236,-17.5643,-17.5778,-17.5643,-17.5236,-17.456,-17.3614,-17.2401,-17.0921,-16.9179,-16.7175,-16.4914,-16.2398,-15.9632,-15.662,-15.3366,-14.9876,-14.6154,-14.2208,-13.8042,-13.3663,-12.9078,-12.4294,-11.9318,-11.4159,-10.8823,-10.332,-9.76572,-9.18439,-8.5889,-7.98016,-7.35913,-6.72674,-6.08398,-5.43185,-4.77133,-4.10346,-3.42926,-2.74978,-2.06605,-1.37914,-0.690102,0
0,0.641192,1.28139,1.91962,2.55489,3.18622,3.81263,4.43317,5.04687,5.65279,6.24999,6.83755,7.41458,7.98016,8.53345,9.07358,9.59971,10.111,10.6068,11.0862,11.5485,11.993,12.419,12.8258,13.2129,13.5796,13.9253,14.2496,14.5519,14.8318,15.0888,15.3225,15.5327,15.7188,15.8808,16.0182,16.1309,16.2188,16.2817,16.3194,16.332,16.3194,16.2817,16.2188,16.1309,16.0182,15.8808,15.7188,15.5327,15.3225,15.0888,14.8318,14.5519,14.2496,13.9253,13.5796,13.2129,12.8258,12.419,11.993,11.5485,11.0862,10.6068,10.111,9.59971,9.07358,8.53345,7.98016,7.41458,6.83755,6.24999,5.65279,5.04687,4.43317,3.81263,3.18622,2.55489,1.91962,1.28139,0.641192,9.60186e-17,-0.641192,-1.28139,-1.91962,-2.55489,-3.18622,-3.81263,-4.43317,-5.04687,-5.65279,-6.24999,-6.83755,-7.41458,-7.98016,-8.53345,-9.07358,-9.59971,-10.111,-10.6068,-11.0862,-11.5485,-11.993,-12.419,-12.8258,-13.2129,-13.5796,-13.9253,-14.2496,-14.5519,-14.8318,-15.0888,-15.3225,-15.5327,-15.7188,-15.8808,-16.0182,-16.1309,-16.2188,-16.2817,-16.3194,-16.332,-16.3194,-16.2817,-16.2188,-16.1309,-16.0182,-15.8808,-15.7188,-15.5327,-15.3225,-15.0888,-14.8318,-14.5519,-14.2496,-13.9253,-13.5796,-13.2129,-12.8258,-12.419,-11.993,-11.5485,-11.0862,-10.6068,-10.111,-9.59971,-9.07358,-8.53345,-7.98016,-7.41458,-6.83755,-6.24999,-5.65279,-5.04687,-4.43317,-3.81263,-3.18622,-2.55489,-1.91962,-1.28139,-0.641192,0
0,0.591292,1.18167,1.77023,2.35606,2.93826,3.51592,4.08817,4.65411,5.21287,5.7636,6.30544,6.83755,7.35913,7.86935,8.36745,8.85264,9.32418,9.78134,10.2234,10.6497,11.0596,11.4525,11.8277,12.1846,12.5228,12.8416,13.1407,13.4195,13.6775,13.9146,14.1301,14.3239,14.4955,14.6449,14.7716,14.8756,14.9566,15.0146,15.0494,15.061,15.0494,15.0146,14.9566,14.8756,14.7716,14.6449,14.4955,14.3239,14.1301,13.9146,13.6775,13.4195,13.1407,12.8416,12.5228,12.1846,11.8277,11.4525,11.0596,10.6497,10.2234,9.78134,9.32418,8.85264,8.36745,7.86935,7.35913,6.83755,6.30544,5.7636,5.21287,4.65411,4.08817,3.51592,2.93826,2.35606,1.77023,1.18167,0.591292,-1.5316e-15,-0.591292,-1.18167,-1.77023,-2.35606,-2.93826,-3.51592,-4.08817,-4.65411,-5.21287,-5.7636,-6.30544,-6.83755,-7.35913,-7.86935,-8.36745,-8.85264,-9.32418,-9.78134,-10.2234,-10.6497,-11.0596,-11.4525,-11.8277,-12.1846,-12.5228,-12.8416,-13.1407,-13.4195,-13.6775,-13.9146,-14.1301,-14.3239,-14.4955,-14.6449,-14.7716,-14.8756,-14.9566,-15.0146,-15.0494,-15.061,-15.0494,-15.0146,-14.9566,-14.8756,-14.7716,-14.6449,-14.4955,-14.3239,-14.1301,-13.9146,-13.6775,-13.4195,-13.1407,-12.8416,-12.5228,-12.1846,-11.8277,-11.4525,-11.0596,-10.6497,-10.2234,-9.78134,-9.32418,-8.85264,-8.36745,-7.86935,-7.35913,-6.83755,-6.30544,-5.7636,-5.21287,-4.65411,-4.08817,-3.51592,-2.93826,-2.35606,-1.77023,-1.18167,-0.591292,0
0,0.540481,1.08013,1.61811,2.1536,2.68577,3.21379,3.73686,4.25417,4.76492,5.26832,5.7636,6.24999,6.72674,7.19312,7.64841,8.09191,8.52293,8.94081,9.3449,9.73458,10.1093,10.4683,10.8113,11.1376,11.4467,11.7381,12.0115,12.2663,12.5022,12.7188,12.9159,13.093,13.2499,13.3864,13.5023,13.5973,13.6714,13.7243,13.7562,13.7668,13.7562,13.7243,13.6714,13.5973,13.5023,13.3864,13.2499,13.093,12.9159,12.7188,12.5022,12.2663,12.0115,11.7381,11.4467,11.1376,10.8113,10.4683,10.1093,9.73458,9.3449,8.94081,8.52293,8.09191,7.64841,7.19312,6.72674,6.24999,5.7636,5.26832,4.76492,4.25417,3.73686,3.21379,2.68577,2.1536,1.61811,1.08013,0.540481,1.29923e-16,-0.540481,-1.08013,-1.61811,-2.1536,-2.68577,-3.21379,-3.73686,-4.25417,-4.76492,-5.26832,-5.7636,-6.24999,-6.72674,-7.19312,-7.64841,-8.09191,-8.52293,-8.94081,-9.3449,-9.73458,-10.1093,-10.4683,-10.8113,-11.1376,-11.4467,-11.7381,-12.0115,-12.2663,-12.5022,-12.7188,-12.9159,-13.093,-13.2499,-13.3864,-13.5023,-13.5973,-13.6714,-13.7243,-13.7562,-13.7668,-13.7562,-13.7243,-13.6714,-13.5973,-13.5023,-13.3864,-13.2499,-13.093,-12.9159,-12.7188,-12.5022,-12.2663,-12.0115,-11.7381,-11.4467,-11.1376,-10.8113,-10.4683,-10.1093,-9.73458,-9.3449,-8.94081,-8.52293,-8.09191,-7.64841,-7.19312,-6.72674,-6.24999,-5.7636,-5.26832,-4.76492,-4.25417,-3.73686,-3.21379,-2.68577,-2.1536,-1.61811,-1.08013,-0.540481,0
